
sensor,date,time,Density,Flow,Speed,
S60,2014/04/09,Noon,19.982952,4050.0,68.993416,
S60,2014/04/09,12:30 PM,17.943354,3658.0,69.45669,
S60,2014/04/09,1 PM,19.175648,3956.0,70.29729,
S60,2014/04/09,1:30 PM,18.698492,3822.0,69.89384,
S60,2014/04/09,2 PM,18.622795,3724.0,68.40179,
S60,2014/04/09,2:30 PM,19.034477,3826.0,69.30587,
S60,2014/04/09,3 PM,25.3037,4192.0,61.539745,
S60,2014/04/09,3:30 PM,33.4785,4042.0,51.742065,
S60,2014/04/09,4 PM,24.47073,4276.0,62.4943,
S60,2014/04/09,4:30 PM,32.570663,4344.0,53.610527,
S60,2014/04/09,5 PM,43.484478,4264.0,39.798775,
S60,2014/04/09,5:30 PM,38.23679,4330.0,44.146122,
S60,2014/04/09,6 PM,22.365686,4004.0,62.257214,
S60,2014/04/09,6:30 PM,18.292294,3774.0,70.61095,
S60,2014/04/09,7 PM,16.580458,3512.0,72.758865,
S60,2014/04/09,7:30 PM,14.460662,3130.0,75.87041,
S60,2014/04/09,8 PM,12.794845,2670.0,71.82766,
S60,2014/04/09,8:30 PM,13.539285,2750.0,70.80855,
S60,2014/04/09,9 PM,13.150186,2698.0,70.08983,
S60,2014/04/09,9:30 PM,13.431301,2832.0,71.359276,
S60,2014/04/09,10 PM,11.176493,2302.0,71.12805,
S60,2014/04/09,10:30 PM,8.872137,1892.0,73.02761,
S60,2014/04/09,11 PM,7.259321,1446.0,72.2067,
S60,2014/04/09,11:30 PM,6.3391247,1300.0,71.523506,
S60,2014/04/09,Midnight,5.0024786,930.0,69.051285,
S60,2014/04/10,12:30 AM,3.837762,726.0,74.03141,
S60,2014/04/10,1 AM,3.6371126,592.0,63.54788,
