
sensor,date,time,Density,Flow,Speed,
S62,2013/01/09,6:30 AM,16.51743,2058.0,64.51938,
S62,2013/01/09,7 AM,27.41499,3358.0,62.01798,
S62,2013/01/09,7:30 AM,31.779713,3586.0,57.723255,
S62,2013/01/09,8 AM,55.088745,3428.0,33.800583,
S62,2013/01/09,8:30 AM,56.12418,3370.0,33.02062,
S62,2013/01/09,9 AM,56.92945,3082.0,33.073402,
S62,2013/01/09,9:30 AM,25.995134,2914.0,57.922867,
S62,2013/01/09,10 AM,23.769932,2828.0,60.32101,
S62,2013/01/09,10:30 AM,19.29209,2314.0,61.449383,
S62,2013/01/09,11 AM,19.943453,2420.0,62.180897,
S62,2013/01/09,11:30 AM,20.681286,2494.0,61.829872,
S62,2013/01/09,Noon,19.807648,2418.0,62.71825,
S62,2013/01/09,12:30 PM,20.744616,2494.0,63.23933,
S62,2013/01/09,1 PM,21.683989,2728.0,64.05103,
S62,2013/01/09,1:30 PM,20.567131,2538.0,62.914692,
S62,2013/01/09,2 PM,23.741175,2778.0,59.957634,
S62,2013/01/09,2:30 PM,22.418934,2834.0,64.11726,
S62,2013/01/09,3 PM,23.909603,3086.0,65.30621,
S62,2013/01/09,3:30 PM,23.226954,2958.0,64.7206,
S62,2013/01/09,4 PM,28.115509,2978.0,55.945213,
S62,2013/01/09,4:30 PM,30.512644,2876.0,51.331123,
S62,2013/01/09,5 PM,30.266819,2934.0,50.514774,
S62,2013/01/09,5:30 PM,23.687136,2682.0,58.02506,
S62,2013/01/09,6 PM,59.062756,2910.0,29.280283,
S62,2013/01/09,6:30 PM,43.954628,2720.0,41.791138,
S62,2013/01/09,7 PM,19.791334,2564.0,65.792175,
S62,2013/01/09,7:30 PM,17.327736,2230.0,65.56613,
S62,2013/01/09,8 PM,14.788131,1898.0,65.66685,
S62,2013/01/09,8:30 PM,13.762307,1776.0,66.25282,
S62,2013/01/09,9 PM,13.008428,1762.0,69.68837,
S62,2013/01/09,9:30 PM,13.771821,1858.0,68.96509,
S62,2013/01/09,10 PM,11.187188,1526.0,69.85386,
S62,2013/01/09,10:30 PM,9.722152,1290.0,68.886055,
S62,2013/01/09,11 PM,8.42217,1082.0,67.6117,
S62,2013/01/09,11:30 PM,5.644219,732.0,67.503296,
S62,2013/01/09,Midnight,4.847402,566.0,64.770035,
S62,2013/01/10,12:30 AM,3.748273,476.0,68.80241,
S62,2013/01/10,1 AM,2.7349975,344.0,70.77983,
S62,2013/01/10,1:30 AM,2.3242693,252.0,65.24512,
