sensor,date,time,Density,Flow,Speed
S124,05/01/2013,2:30 am,2.1383092,476,56.46046
S124,05/01/2013,3:00 am,1.7050567,358,55.86566
S124,05/01/2013,3:30 am,1.4554244,314,57.64197
S124,05/01/2013,4:00 am,1.2650598,254,54.38869
S124,05/01/2013,4:30 am,1.1716235,236,54.514725
S124,05/01/2013,5:00 am,1.1866702,234,55.830303
S124,05/01/2013,5:30 am,1.1218045,254,58.100815
S124,05/01/2013,6:00 am,1.6470844,376,58.94694
S124,05/01/2013,6:30 am,1.9469107,390,55.98164
S124,05/01/2013,7:00 am,2.3069408,488,57.137962
S124,05/01/2013,7:30 am,2.6711748,596,57.165585
S124,05/01/2013,8:00 am,3.055015,688,58.76128
S124,05/01/2013,8:30 am,4.8466825,1098,58.7562
S124,05/01/2013,9:00 am,4.687434,1048,58.608257
S124,05/01/2013,9:30 am,4.5726976,1068,59.416286
S124,05/01/2013,10:00 am,5.8443217,1346,58.524197
S124,05/01/2013,10:30 am,6.267509,1454,58.76874
S124,05/01/2013,11:00 am,7.4214225,1702,58.545044
S124,05/01/2013,11:30 am,7.8687444,1860,59.443375
S124,05/01/2013,Noon,8.804962,2076,59.33687
S124,05/01/2013,12:30 pm,8.980928,2106,59.11879
S124,05/01/2013,1:00 pm,9.073496,2148,59.983944
S124,05/01/2013,1:30 pm,8.721294,2088,60.129803
S124,05/01/2013,2:00 pm,9.289357,2194,59.41964
S124,05/01/2013,2:30 pm,10.617805,2550,60.319633
S124,05/01/2013,3:00 pm,10.173525,2416,60.03713
S124,05/01/2013,3:30 pm,9.791047,2332,59.498493
S124,05/01/2013,4:00 pm,11.239473,2672,59.800034
S124,05/01/2013,4:30 pm,10.940678,2574,59.065117
S124,05/01/2013,5:00 pm,11.0794,2594,58.603996
S124,05/01/2013,5:30 pm,10.716871,2476,57.754383
S124,05/01/2013,6:00 pm,10.115345,2342,57.90122
S124,05/01/2013,6:30 pm,10.296815,2394,58.00258
S124,05/01/2013,7:00 pm,9.05142,2074,57.527077
S124,05/01/2013,7:30 pm,7.3959284,1714,57.905712
S124,05/01/2013,8:00 pm,6.005603,1384,57.8798
S124,05/01/2013,8:30 pm,5.160046,1150,56.42305
