date ,time ,S60,S124,S1816
03/07/2013,3:30 pm,58.718174,16.731373,71.70723
03/07/2013,4:00 pm,44.926003,17.416277,80.936104
03/07/2013,4:30 pm,49.574184,17.643774,74.403336
03/07/2013,5:00 pm,51.787674,16.33073,66.017784
03/07/2013,5:30 pm,26.296412,15.664163,72.10499
03/07/2013,6:00 pm,27.630716,13.878464,60.50332
03/07/2013,6:30 pm,20.724546,13.278385,21.658892
03/07/2013,7:00 pm,17.236673,11.564782,21.66389
03/07/2013,7:30 pm,17.151861,10.757266,19.642778
03/07/2013,8:00 pm,12.762279,10.790538,17.876667
03/07/2013,8:30 pm,12.127579,9.806061,17.255001
03/07/2013,9:00 pm,11.904463,9.4032955,15.831113
03/07/2013,9:30 pm,12.225425,9.085912,15.447225
03/07/2013,10:00 pm,13.492062,8.728781,14.930555
03/07/2013,10:30 pm,10.522479,8.1144905,13.689441
03/07/2013,11:00 pm,8.959749,6.4406414,13.958889
03/07/2013,11:30 pm,8.091506,5.7001824,13.332779
03/07/2013,Midnight,6.9394517,5.4369373,8.74389
04/07/2013,12:30 am,4.875232,4.5289674,7.077777
04/07/2013,1:00 am,3.4307275,2.8233778,5.134444
04/07/2013,1:30 am,2.7675767,2.5928924,4.064443
04/07/2013,2:00 am,2.197913,2.1747768,4.053333
04/07/2013,2:30 am,2.0037951,2.3311489,3.7138894
04/07/2013,3:00 am,1.7935194,1.5499501,3.3350005
04/07/2013,3:30 am,1.4071863,1.0934616,2.3388891
04/07/2013,4:00 am,1.3986194,1.1136948,2.2061107
04/07/2013,4:30 am,1.1246792,0.8885981,1.7711114
04/07/2013,5:00 am,1.9118892,1.3098668,2.1161113
04/07/2013,5:30 am,2.8941913,1.5510246,2.6255562
04/07/2013,6:00 am,4.610869,1.8261664,3.2661116
04/07/2013,6:30 am,3.9096658,2.1454613,4.321667
04/07/2013,7:00 am,5.0094805,2.9519684,6.0838876
04/07/2013,7:30 am,4.0480905,2.8934853,5.566666
04/07/2013,8:00 am,5.754454,4.4689617,6.9455547
04/07/2013,8:30 am,6.0294104,4.326156,7.3488903
04/07/2013,9:00 am,7.238795,4.728961,9.606668
04/07/2013,9:30 am,7.8916397,5.9355893,11.214998
04/07/2013,10:00 am,9.281771,6.4731607,12.899445
04/07/2013,10:30 am,10.629325,6.517647,14.085554
04/07/2013,11:00 am,11.504251,7.7268133,15.511666
04/07/2013,11:30 am,13.843161,7.47596,15.578891
04/07/2013,Noon,14.755523,7.780782,16.601664
04/07/2013,12:30 pm,15.389699,8.248491,17.107779
04/07/2013,1:00 pm,13.426379,9.023331,17.104443
04/07/2013,1:30 pm,11.283491,8.302784,17.256664
04/07/2013,2:00 pm,11.706067,8.309722,17.722225
04/07/2013,2:30 pm,11.457045,9.046802,17.67278
04/07/2013,3:00 pm,11.941596,9.269221,16.863888
04/07/2013,3:30 pm,11.241864,9.102864,17.027777
04/07/2013,4:00 pm,11.183752,9.409916,16.433336
04/07/2013,4:30 pm,10.358007,8.365515,15.850555
04/07/2013,5:00 pm,10.807169,8.339387,15.636667
04/07/2013,5:30 pm,10.385408,7.653692,15.901667
04/07/2013,6:00 pm,10.722997,6.737381,13.61167
04/07/2013,6:30 pm,9.896521,7.005723,13.087779
04/07/2013,7:00 pm,10.819869,6.715082,11.920556
04/07/2013,7:30 pm,10.109085,6.5422435,11.662778
04/07/2013,8:00 pm,9.946166,6.520148,11.39333
04/07/2013,8:30 pm,9.784951,6.7304907,11.254996
04/07/2013,9:00 pm,10.737295,6.030141,11.186111
04/07/2013,9:30 pm,11.597584,5.7298865,11.62833
04/07/2013,10:00 pm,9.8197775,5.7480254,10.611669
04/07/2013,10:30 pm,7.078727,5.4292827,9.243333
04/07/2013,11:00 pm,11.185361,9.144383,13.1950035
04/07/2013,11:30 pm,14.139555,11.498948,14.047223
04/07/2013,Midnight,8.207554,7.733518,9.950556
05/07/2013,12:30 am,5.0433307,4.661719,6.9227796
05/07/2013,1:00 am,3.6698332,3.1749978,4.5733333
05/07/2013,1:30 am,2.513832,2.4392922,3.977222
05/07/2013,2:00 am,1.8716884,1.7744584,3.0583334
05/07/2013,2:30 am,1.767712,1.753913,2.7333338
05/07/2013,3:00 am,1.2652527,1.3492862,2.428889
05/07/2013,3:30 am,1.3029321,1.0552503,2.0038888
05/07/2013,4:00 am,1.3196074,1.0632246,1.6072222
05/07/2013,4:30 am,1.4789479,1.0545542,1.9988889
05/07/2013,5:00 am,1.8499178,1.2859603,2.1150002
05/07/2013,5:30 am,3.0974002,1.7322024,3.3494444
05/07/2013,6:00 am,6.0144153,2.7038188,5.428889
05/07/2013,6:30 am,7.7912292,3.7207427,7.6500006
05/07/2013,7:00 am,11.95984,4.7068133,11.41
05/07/2013,7:30 am,12.787424,5.4673533,13.181109
05/07/2013,8:00 am,14.863816,6.094492,16.737782
05/07/2013,8:30 am,13.587546,5.679931,15.465555
05/07/2013,9:00 am,13.998951,5.9671535,15.915558
05/07/2013,9:30 am,12.665597,6.1099834,15.320552
05/07/2013,10:00 am,14.445651,7.1316867,16.800001
05/07/2013,10:30 am,13.965833,8.0728655,17.554443
05/07/2013,11:00 am,14.905013,8.4439745,19.90667
05/07/2013,11:30 am,14.78271,9.681451,20.11889
05/07/2013,Noon,15.652595,9.1127205,21.466114
05/07/2013,12:30 pm,14.579115,9.690568,23.568335
05/07/2013,1:00 pm,16.1811,10.247588,23.291666
05/07/2013,1:30 pm,15.982848,10.893085,23.21222
05/07/2013,2:00 pm,16.320276,10.76116,23.722775
05/07/2013,2:30 pm,16.886175,12.486562,25.49056
05/07/2013,3:00 pm,16.707846,12.825193,25.85222
05/07/2013,3:30 pm,16.092115,12.873984,25.611668
05/07/2013,4:00 pm,17.002321,13.250797,24.466667
05/07/2013,4:30 pm,17.064688,13.399382,24.41
05/07/2013,5:00 pm,15.213422,12.790987,22.971663
05/07/2013,5:30 pm,15.145749,12.72153,20.718891
05/07/2013,6:00 pm,13.534566,10.427047,19.084444
05/07/2013,6:30 pm,13.008321,9.834086,17.976114
05/07/2013,7:00 pm,12.788911,9.508876,16.654446
05/07/2013,7:30 pm,12.20729,8.427221,16.01222
05/07/2013,8:00 pm,10.287249,7.952725,14.228334
05/07/2013,8:30 pm,10.042249,7.416173,13.047222
05/07/2013,9:00 pm,9.716418,6.8087363,12.621109
05/07/2013,9:30 pm,11.201649,7.3861,12.554445
05/07/2013,10:00 pm,10.776243,7.9626184,13.076112
05/07/2013,10:30 pm,12.623291,7.7458053,12.532223
05/07/2013,11:00 pm,9.6812315,6.69026,10.737222
05/07/2013,11:30 pm,7.63991,5.6254635,9.470555
05/07/2013,Midnight,6.2783356,5.0417523,7.985557
06/07/2013,12:30 am,4.460782,3.6136045,7.0133333
06/07/2013,1:00 am,3.1306508,2.6241074,5.014444
06/07/2013,1:30 am,2.3881433,2.457681,4.288333
06/07/2013,2:00 am,2.1159325,2.1059108,3.9777772
06/07/2013,2:30 am,1.7834638,2.5919428,4.365
06/07/2013,3:00 am,1.8197808,1.9124587,4.0177774
06/07/2013,3:30 am,1.450173,1.4556777,3.0211105
06/07/2013,4:00 am,1.1503221,1.177571,2.2254238
06/07/2013,4:30 am,1.181553,1.1381942,2.5038886
06/07/2013,5:00 am,1.4816903,1.044887,2.1422222
06/07/2013,5:30 am,2.076583,1.3037652,2.445
06/07/2013,6:00 am,2.691764,1.6568244,3.6361113
06/07/2013,6:30 am,3.5901685,1.9119321,4.707222
06/07/2013,7:00 am,4.9532914,2.3533976,6.364999
06/07/2013,7:30 am,4.4313745,2.5633938,6.1361103
06/07/2013,8:00 am,6.175875,4.0083065,8.298333
06/07/2013,8:30 am,6.3391657,3.9034202,8.915556
06/07/2013,9:00 am,7.990015,4.6845393,11.251667
06/07/2013,9:30 am,9.102177,5.1639423,12.998888
06/07/2013,10:00 am,11.266338,5.858167,14.9749975
06/07/2013,10:30 am,11.697508,6.486655,15.220556
06/07/2013,11:00 am,11.3517065,6.707769,16.952223
06/07/2013,11:30 am,12.570605,7.722285,18.083334
06/07/2013,Noon,12.726426,7.9362235,18.804447
06/07/2013,12:30 pm,12.195419,8.598452,19.604448
06/07/2013,1:00 pm,12.57574,8.714398,18.916111
06/07/2013,1:30 pm,13.092919,8.7495775,19.456108
06/07/2013,2:00 pm,13.491594,10.072568,20.135
06/07/2013,2:30 pm,12.799557,9.05086,18.85389
06/07/2013,3:00 pm,12.94536,9.35547,19.626667
06/07/2013,3:30 pm,13.648882,9.859279,18.962225
06/07/2013,4:00 pm,13.913271,9.561258,19.53167
06/07/2013,4:30 pm,13.120353,9.647398,18.426111
06/07/2013,5:00 pm,13.287063,8.717916,16.533888
06/07/2013,5:30 pm,12.996276,8.909238,17.175556
06/07/2013,6:00 pm,12.455332,8.599615,18.027775
06/07/2013,6:30 pm,12.203112,8.461439,16.140001
06/07/2013,7:00 pm,11.542924,7.618523,15.724453
06/07/2013,7:30 pm,10.305663,7.7677035,15.471668
06/07/2013,8:00 pm,9.272386,8.102635,14.742778
06/07/2013,8:30 pm,9.767065,7.934931,14.250002
06/07/2013,9:00 pm,10.082918,7.469054,13.63111
06/07/2013,9:30 pm,11.913415,7.4745092,13.656668
06/07/2013,10:00 pm,13.726361,7.851527,13.58778
06/07/2013,10:30 pm,10.736569,7.2717104,11.562222
06/07/2013,11:00 pm,8.1136675,5.9488482,11.460555
06/07/2013,11:30 pm,7.808967,5.558327,9.982778
06/07/2013,Midnight,5.9707694,5.0042906,8.931668
07/07/2013,12:30 am,4.884088,4.1142707,6.7344437
07/07/2013,1:00 am,3.6420588,2.8341627,5.5788894
07/07/2013,1:30 am,2.4616358,2.579632,4.8227777
07/07/2013,2:00 am,2.2915092,2.1850982,4.021667
07/07/2013,2:30 am,1.9163545,2.853155,4.5416665
07/07/2013,3:00 am,2.059571,2.2300186,4.1083326
07/07/2013,3:30 am,1.4414221,1.7411493,3.204445
07/07/2013,4:00 am,1.1765224,1.0862737,2.1100001
07/07/2013,4:30 am,0.96529394,0.9039615,1.8733333
07/07/2013,5:00 am,1.2623875,1.0751547,1.6927779
07/07/2013,5:30 am,1.5496352,0.9794118,2.038889
07/07/2013,6:00 am,1.978052,1.2078742,2.5594447
07/07/2013,6:30 am,2.5339696,1.5480193,3.4633331
07/07/2013,7:00 am,3.387274,1.6781708,4.5922227
07/07/2013,7:30 am,2.9688401,1.8366395,4.768889
07/07/2013,8:00 am,3.6860049,2.899808,6.2544456
07/07/2013,8:30 am,4.4507875,2.7452428,6.0361104
07/07/2013,9:00 am,6.587898,3.7008338,8.321112
07/07/2013,9:30 am,6.676171,3.3638165,10.091111
07/07/2013,10:00 am,9.274111,4.44835,12.358889
07/07/2013,10:30 am,9.428394,4.9609017,13.468332
07/07/2013,11:00 am,10.484634,6.438785,16.113888
07/07/2013,11:30 am,11.60732,6.8591223,16.445557
07/07/2013,Noon,11.884467,6.972994,18.709444
07/07/2013,12:30 pm,11.890894,8.17572,19.05389
07/07/2013,1:00 pm,13.210641,8.664269,21.026115
07/07/2013,1:30 pm,13.016336,8.947662,20.877777
07/07/2013,2:00 pm,13.740487,9.583149,20.293892
07/07/2013,2:30 pm,13.600244,9.682071,20.662777
07/07/2013,3:00 pm,14.446344,10.718737,20.841667
07/07/2013,3:30 pm,13.250291,10.27863,19.760555
07/07/2013,4:00 pm,13.739745,10.402319,18.975
07/07/2013,4:30 pm,13.578806,9.356586,18.826666
07/07/2013,5:00 pm,13.96704,8.808797,17.697777
07/07/2013,5:30 pm,15.255494,9.689804,17.53167
07/07/2013,6:00 pm,14.310182,8.660084,17.626112
07/07/2013,6:30 pm,13.167033,8.823686,16.418888
07/07/2013,7:00 pm,14.090674,8.233225,16.534445
07/07/2013,7:30 pm,12.98043,8.580274,15.571668
07/07/2013,8:00 pm,11.872039,9.338543,17.567776
07/07/2013,8:30 pm,11.180769,8.718504,17.140556
07/07/2013,9:00 pm,9.753991,7.2837286,14.8955555
07/07/2013,9:30 pm,9.382386,6.745896,12.64
07/07/2013,10:00 pm,8.976705,6.0924625,11.017224
07/07/2013,10:30 pm,7.5178013,5.5631585,10.268888
07/07/2013,11:00 pm,6.5326,4.8270535,8.293888
07/07/2013,11:30 pm,5.627274,3.82652,6.5138907
07/07/2013,Midnight,4.3882766,3.6531572,4.728333
08/07/2013,12:30 am,3.1005561,2.4545023,3.9911118
08/07/2013,1:00 am,2.3950012,2.0077484,3.3427787
08/07/2013,1:30 am,1.9111578,1.4910508,2.4894445
08/07/2013,2:00 am,1.4985288,1.3336623,1.9949998
08/07/2013,2:30 am,1.2926682,0.9046169,1.9688891
08/07/2013,3:00 am,1.1666372,0.9105603,1.725
08/07/2013,3:30 am,0.9941052,0.80147076,1.4994442
08/07/2013,4:00 am,1.3439497,1.0274112,1.5788891
08/07/2013,4:30 am,1.7588917,0.97467524,2.0227778
08/07/2013,5:00 am,3.1531303,1.8779409,3.2027783
08/07/2013,5:30 am,5.459547,3.0046675,5.478332
08/07/2013,6:00 am,11.511237,5.1551666,9.175555
08/07/2013,6:30 am,15.594253,6.2877526,14.59111
08/07/2013,7:00 am,25.946413,7.957147,20.763336
08/07/2013,7:30 am,29.751348,8.696157,24.275
08/07/2013,8:00 am,39.47673,9.60291,30.085552
08/07/2013,8:30 am,42.93038,8.221027,26.416666
08/07/2013,9:00 am,57.938908,7.3006845,26.22444
08/07/2013,9:30 am,62.8164,7.761368,21.662226
08/07/2013,10:00 am,54.29103,8.632558,21.534998
08/07/2013,10:30 am,17.556618,8.389598,21.197779
08/07/2013,11:00 am,17.362913,8.88271,21.824999
08/07/2013,11:30 am,17.59442,9.855035,21.974447
08/07/2013,Noon,16.974937,10.089799,23.329441
08/07/2013,12:30 pm,16.939308,9.146684,26.47222
08/07/2013,1:00 pm,19.288807,10.855808,25.19111
08/07/2013,1:30 pm,18.209764,10.85757,24.924444
08/07/2013,2:00 pm,18.530737,11.694655,27.078888
08/07/2013,2:30 pm,19.685303,13.182451,29.127775
08/07/2013,3:00 pm,21.861628,14.014499,30.815556
08/07/2013,3:30 pm,28.634083,15.796133,33.52056
08/07/2013,4:00 pm,23.969324,16.558802,45.678333
08/07/2013,4:30 pm,29.426357,18.312605,68.691666
08/07/2013,5:00 pm,44.524162,17.994047,65.04445
08/07/2013,5:30 pm,40.17975,17.106176,68.77111
08/07/2013,6:00 pm,40.64824,14.8782,31.21278
08/07/2013,6:30 pm,17.86872,14.549364,23.853893
08/07/2013,7:00 pm,16.260157,11.070652,22.459444
08/07/2013,7:30 pm,15.0411625,9.928885,19.666668
08/07/2013,8:00 pm,12.315378,8.74202,18.05556
08/07/2013,8:30 pm,11.8935585,8.721669,17.689445
08/07/2013,9:00 pm,10.625852,8.047033,17.301666
08/07/2013,9:30 pm,12.562099,8.628922,16.79111
08/07/2013,10:00 pm,11.817506,7.808025,15.673333
08/07/2013,10:30 pm,9.72164,7.234672,13.158332
08/07/2013,11:00 pm,7.570622,5.7152534,10.782221
08/07/2013,11:30 pm,5.24391,4.4180193,8.59889
08/07/2013,Midnight,4.5294666,4.4897184,6.7105556
09/07/2013,12:30 am,3.316623,3.0013711,4.779444
09/07/2013,1:00 am,2.4860873,2.263036,3.8455553
09/07/2013,1:30 am,2.359095,1.7923557,3.4377778
09/07/2013,2:00 am,1.5219767,1.3800519,2.9944446
09/07/2013,2:30 am,1.710978,1.1376384,2.565555
09/07/2013,3:00 am,1.1505722,1.038728,2.356111
09/07/2013,3:30 am,1.1328543,1.0117121,1.4872221
09/07/2013,4:00 am,1.4541848,1.1179289,2.0083334
09/07/2013,4:30 am,2.188019,1.3994477,2.103889
09/07/2013,5:00 am,3.072438,1.6764634,3.2083333
09/07/2013,5:30 am,6.126689,2.7334895,5.6722226
09/07/2013,6:00 am,12.450439,5.217912,10.017222
09/07/2013,6:30 am,15.605804,6.1657166,13.989444
09/07/2013,7:00 am,25.394754,8.271276,21.272776
09/07/2013,7:30 am,35.392113,8.782567,25.67389
09/07/2013,8:00 am,44.032272,9.435828,31.107788
09/07/2013,8:30 am,46.088013,8.323992,24.322227
09/07/2013,9:00 am,51.10947,8.587775,27.551668
09/07/2013,9:30 am,56.66927,8.719289,26.056667
09/07/2013,10:00 am,46.47674,9.674473,25.164448
09/07/2013,10:30 am,29.65074,8.713683,22.176662
09/07/2013,11:00 am,17.004854,8.581015,22.748888
09/07/2013,11:30 am,18.339264,9.312733,22.799442
09/07/2013,Noon,19.31924,10.063631,24.100004
09/07/2013,12:30 pm,18.368954,9.952375,26.04444
09/07/2013,1:00 pm,21.718197,11.121739,25.826117
09/07/2013,1:30 pm,19.780628,11.005525,25.894445
09/07/2013,2:00 pm,20.571123,11.809406,27.042778
09/07/2013,2:30 pm,19.78974,12.829961,29.632225
09/07/2013,3:00 pm,21.499046,14.138113,33.27556
09/07/2013,3:30 pm,22.973919,15.616067,37.661114
09/07/2013,4:00 pm,27.288456,16.939354,77.34111
09/07/2013,4:30 pm,43.5265,18.39123,74.50277
09/07/2013,5:00 pm,62.11727,17.637278,67.70667
09/07/2013,5:30 pm,55.52594,16.649542,66.09889
09/07/2013,6:00 pm,68.969955,15.336337,66.00056
09/07/2013,6:30 pm,65.48988,14.306167,38.922775
09/07/2013,7:00 pm,40.59572,12.677181,21.883888
09/07/2013,7:30 pm,16.748728,11.016205,20.801111
09/07/2013,8:00 pm,13.01641,9.543333,19.35723
09/07/2013,8:30 pm,12.957285,9.317927,18.401669
09/07/2013,9:00 pm,12.609518,9.130489,18.245558
09/07/2013,9:30 pm,13.948786,8.947858,18.70111
09/07/2013,10:00 pm,11.8706,8.794754,15.372226
09/07/2013,10:30 pm,10.199166,7.6347737,14.412221
09/07/2013,11:00 pm,8.284032,6.133909,12.875555
09/07/2013,11:30 pm,6.295746,5.2203074,9.816668
09/07/2013,Midnight,4.4147215,4.921435,7.101112
10/07/2013,12:30 am,3.8813388,3.632181,6.0144444
10/07/2013,1:00 am,2.3608267,2.269404,4.472778
10/07/2013,1:30 am,2.537925,1.9794954,3.3350003
10/07/2013,2:00 am,2.08318,1.7745059,3.063333
10/07/2013,2:30 am,1.8258004,1.7074076,2.8188891
10/07/2013,3:00 am,1.4052829,1.2861403,2.0533328
10/07/2013,3:30 am,1.4660258,0.9745187,1.7649996
10/07/2013,4:00 am,1.4867656,1.2377952,1.9527779
10/07/2013,4:30 am,2.1555922,1.0941291,2.1594443
10/07/2013,5:00 am,3.3095033,2.005583,3.7144446
10/07/2013,5:30 am,6.0564675,3.1399016,6.218333
10/07/2013,6:00 am,12.234446,5.3108454,10.013887
10/07/2013,6:30 am,16.22191,6.646484,14.855556
10/07/2013,7:00 am,27.969213,8.731059,21.54333
10/07/2013,7:30 am,31.086182,8.650592,24.425554
10/07/2013,8:00 am,47.19081,9.439741,28.235556
10/07/2013,8:30 am,37.854336,9.026057,27.877777
10/07/2013,9:00 am,53.796814,9.014638,27.748894
10/07/2013,9:30 am,60.365356,9.6223135,23.98167
10/07/2013,10:00 am,56.611126,9.948291,23.478333
10/07/2013,10:30 am,28.588604,9.316328,22.922777
10/07/2013,11:00 am,19.065247,9.411784,23.467222
10/07/2013,11:30 am,18.51264,9.8356695,24.04556
10/07/2013,Noon,20.645151,10.814406,25.31833
10/07/2013,12:30 pm,20.500238,11.269994,26.896114
10/07/2013,1:00 pm,21.068758,10.883849,29.262218
10/07/2013,1:30 pm,21.868486,11.458115,28.42611
10/07/2013,2:00 pm,23.106958,11.714142,29.205004
10/07/2013,2:30 pm,36.717613,13.617642,31.524445
10/07/2013,3:00 pm,58.473217,14.336025,33.52889
10/07/2013,3:30 pm,61.286175,15.611731,35.702774
10/07/2013,4:00 pm,65.61435,17.625284,60.612225
10/07/2013,4:30 pm,64.65363,18.828108,63.670555
10/07/2013,5:00 pm,70.05466,17.969809,69.24389
10/07/2013,5:30 pm,66.011345,17.116642,67.6589
10/07/2013,6:00 pm,65.04552,15.5127325,68.98889
10/07/2013,6:30 pm,61.316505,15.380507,50.422783
10/07/2013,7:00 pm,56.686195,13.314492,20.431667
10/07/2013,7:30 pm,18.485575,11.825116,20.125557
10/07/2013,8:00 pm,13.600226,10.164475,19.534998
10/07/2013,8:30 pm,13.208505,9.760659,19.33889
10/07/2013,9:00 pm,14.418976,9.065702,18.585558
10/07/2013,9:30 pm,21.085905,9.615443,18.445
10/07/2013,10:00 pm,24.897211,8.73056,16.994442
10/07/2013,10:30 pm,16.866678,9.298657,14.502776
10/07/2013,11:00 pm,7.1084003,7.6135197,13.4833355
10/07/2013,11:30 pm,4.09578,5.857869,9.923333
10/07/2013,Midnight,3.2481008,5.650328,8.907777
11/07/2013,12:30 am,2.6272376,4.3248963,7.3316674
11/07/2013,1:00 am,2.0302489,3.19863,5.269446
11/07/2013,1:30 am,1.4892653,2.2711616,3.6227777
11/07/2013,2:00 am,1.3718318,2.4003632,3.5438886
11/07/2013,2:30 am,0.96035117,1.95765,2.6605554
11/07/2013,3:00 am,0.9653936,1.4179825,2.8688889
11/07/2013,3:30 am,0.7225317,1.1631361,2.1955554
11/07/2013,4:00 am,0.80795467,1.7563679,2.2055554
11/07/2013,4:30 am,1.2130316,1.2867999,2.165
11/07/2013,5:00 am,1.6093104,2.3827507,3.769444
11/07/2013,5:30 am,5.376924,3.1686454,5.6822233
11/07/2013,6:00 am,12.183521,5.438916,10.466668
11/07/2013,6:30 am,15.820894,6.218628,16.022219
11/07/2013,7:00 am,26.541893,8.275117,23.847225
11/07/2013,7:30 am,31.443336,8.79343,25.419441
11/07/2013,8:00 am,44.346275,9.270671,28.684443
11/07/2013,8:30 am,51.082066,8.760258,26.496666
11/07/2013,9:00 am,42.77014,9.315609,28.171661
11/07/2013,9:30 am,24.088226,9.414705,24.491669
11/07/2013,10:00 am,23.096123,8.789168,21.537222
11/07/2013,10:30 am,21.233374,9.142193,23.29889
11/07/2013,11:00 am,19.951351,9.538144,24.306662
11/07/2013,11:30 am,20.157957,10.939844,25.35889
11/07/2013,Noon,21.063929,10.193665,25.691113
11/07/2013,12:30 pm,21.000786,11.257949,27.436666
11/07/2013,1:00 pm,23.244633,11.7721,27.967224
11/07/2013,1:30 pm,20.650503,11.699549,28.86834
11/07/2013,2:00 pm,21.024652,12.256794,31.097221
11/07/2013,2:30 pm,22.89441,13.0280905,32.23167
11/07/2013,3:00 pm,50.836163,14.159461,36.093887
11/07/2013,3:30 pm,48.11332,15.784133,44.516113
11/07/2013,4:00 pm,70.31005,17.365993,74.45165
11/07/2013,4:30 pm,78.49296,18.921307,65.534454
11/07/2013,5:00 pm,71.9997,17.76719,71.77166
11/07/2013,5:30 pm,62.65063,16.835829,74.41112
11/07/2013,6:00 pm,67.11449,16.014254,67.03889
11/07/2013,6:30 pm,65.45815,15.210993,53.898335
11/07/2013,7:00 pm,41.49328,12.894269,24.187218
11/07/2013,7:30 pm,17.23824,11.604451,21.132227
11/07/2013,8:00 pm,14.632765,9.872467,20.027225
11/07/2013,8:30 pm,14.644853,10.287356,19.044443
11/07/2013,9:00 pm,13.854808,9.364666,19.211111
11/07/2013,9:30 pm,14.303905,9.711078,19.580555
11/07/2013,10:00 pm,13.541495,9.812545,17.870552
11/07/2013,10:30 pm,11.341121,8.062648,14.954443
11/07/2013,11:00 pm,9.265304,6.5306067,12.804998
11/07/2013,11:30 pm,6.9537883,5.490501,9.437776
11/07/2013,Midnight,5.8157263,4.860735,7.368333
12/07/2013,12:30 am,4.234125,4.064903,5.3622212
12/07/2013,1:00 am,2.9603314,3.0662808,5.0461106
12/07/2013,1:30 am,2.6587486,1.8920271,4.2244444
12/07/2013,2:00 am,1.9148756,1.9441259,3.3761113
12/07/2013,2:30 am,1.85341,1.9076321,2.8861113
12/07/2013,3:00 am,1.2743533,1.3693727,2.813889
12/07/2013,3:30 am,1.4696538,0.88912827,1.9755555
12/07/2013,4:00 am,1.722814,1.0347227,1.896111
12/07/2013,4:30 am,2.1966317,1.1734499,2.4499998
12/07/2013,5:00 am,2.989194,2.024016,3.3583336
12/07/2013,5:30 am,5.5046945,2.8513143,5.5655565
12/07/2013,6:00 am,10.9236,5.1685433,9.299443
12/07/2013,6:30 am,16.276054,6.769691,14.284445
12/07/2013,7:00 am,25.983833,8.5270815,20.393333
12/07/2013,7:30 am,29.981255,8.9681635,23.929998
12/07/2013,8:00 am,34.851612,10.243997,28.50111
12/07/2013,8:30 am,47.6123,8.724826,26.976664
12/07/2013,9:00 am,54.048943,8.873598,26.25055
12/07/2013,9:30 am,38.327766,9.186275,24.127779
12/07/2013,10:00 am,24.630123,9.652922,23.828337
12/07/2013,10:30 am,20.633478,9.611959,23.851112
12/07/2013,11:00 am,21.133455,10.893464,26.730558
12/07/2013,11:30 am,21.19461,11.752761,26.511108
12/07/2013,Noon,21.934832,11.51965,28.211666
12/07/2013,12:30 pm,42.826553,12.523533,30.065
12/07/2013,1:00 pm,55.66791,11.67582,32.54334
12/07/2013,1:30 pm,57.21659,12.599697,30.821112
12/07/2013,2:00 pm,54.594276,13.277512,34.41555
12/07/2013,2:30 pm,55.627926,13.372985,35.44833
12/07/2013,3:00 pm,59.129986,15.005707,34.25111
12/07/2013,3:30 pm,63.990765,15.937522,29.65611
12/07/2013,4:00 pm,71.374504,15.847535,57.94779
12/07/2013,4:30 pm,70.41251,16.38228,65.361115
12/07/2013,5:00 pm,71.664925,15.761729,75.3839
12/07/2013,5:30 pm,70.84742,16.18853,74.54667
12/07/2013,6:00 pm,60.56758,14.089375,60.866104
12/07/2013,6:30 pm,23.64149,13.569133,33.69
12/07/2013,7:00 pm,18.483068,11.451853,22.816668
12/07/2013,7:30 pm,17.419123,10.586897,21.068888
12/07/2013,8:00 pm,13.741812,9.561548,19.695557
12/07/2013,8:30 pm,12.7034,8.9179535,18.146667
12/07/2013,9:00 pm,12.330861,9.00317,16.775555
12/07/2013,9:30 pm,13.890752,8.735532,16.753334
12/07/2013,10:00 pm,13.745831,8.554847,16.43611
12/07/2013,10:30 pm,12.740933,9.092229,17.392221
12/07/2013,11:00 pm,12.120688,7.887683,15.747776
12/07/2013,11:30 pm,10.536198,7.2091737,15.336111
12/07/2013,Midnight,8.45722,6.7537007,14.718889
13/07/2013,12:30 am,6.0838757,5.242345,10.110554
13/07/2013,1:00 am,5.2076497,4.302693,6.5627775
13/07/2013,1:30 am,4.195666,2.9059932,5.729444
13/07/2013,2:00 am,2.9089267,2.724873,5.297223
13/07/2013,2:30 am,2.9288108,3.538078,5.090555
13/07/2013,3:00 am,2.4384158,2.6408622,4.457778
13/07/2013,3:30 am,2.1072805,1.4268745,3.2955558
13/07/2013,4:00 am,1.6367177,1.6184989,2.8816667
13/07/2013,4:30 am,1.3819085,1.3948826,1.9811116
13/07/2013,5:00 am,1.7557856,1.3628658,1.8816667
13/07/2013,5:30 am,2.2594266,1.7360973,2.3144448
13/07/2013,6:00 am,3.8525229,2.1843169,4.1238885
13/07/2013,6:30 am,4.4594707,2.3871372,4.3461103
13/07/2013,7:00 am,6.8586655,2.9475067,7.3877773
13/07/2013,7:30 am,6.7484574,3.9183564,9.1466675
13/07/2013,8:00 am,8.732809,5.198989,11.111668
13/07/2013,8:30 am,10.170697,5.712833,11.759999
13/07/2013,9:00 am,12.055789,6.3213534,13.987778
13/07/2013,9:30 am,12.149511,6.7707677,15.332228
13/07/2013,10:00 am,15.305002,7.762224,17.968332
13/07/2013,10:30 am,15.348277,8.682496,18.476671
13/07/2013,11:00 am,17.532417,9.865569,20.049997
13/07/2013,11:30 am,17.010578,9.905864,21.598333
13/07/2013,Noon,18.28948,10.376749,22.740559
13/07/2013,12:30 pm,18.51049,11.095125,22.905005
13/07/2013,1:00 pm,19.86858,11.556963,23.80611
13/07/2013,1:30 pm,19.890383,11.965545,23.047222
13/07/2013,2:00 pm,20.258114,11.764958,22.589449
